joint_0_angle,joint_1_angle,joint_2_angle,joint_3_angle,joint_0_torque,joint_1_torque,joint_2_torque,joint_3_torque
-3.141592653589793,-2.443460952792061,-1.0471975511965979,1.0471975511965974,-246713.44911558717,-432387.2218291971,5.772864477801841,5251.077052598178
-3.141592653589793,-2.443460952792061,-1.0471975511965979,1.7453292519943293,-246710.8008757232,-432387.221829197,6.378348656873923,19248.04264627313
-3.141592653589793,-2.443460952792061,-1.0471975511965979,2.443460952792061,-246707.00914773782,-432387.2218291971,4.634926447648548,33245.24736432574
-3.141592653589793,-2.443460952792061,-1.0471975511965979,3.141592653589793,-246703.8481232959,-436116.1571621099,1.3041757712786446,38039.55815614791
-3.141592653589793,-2.443460952792061,-0.34906585039886595,-3.141592653589793,-246703.84812329581,-436116.15716210986,1.3041757715190088,-50886.83706703485
-3.141592653589793,-2.443460952792061,-0.34906585039886595,-2.443460952792061,-246704.07123724621,-432387.221829197,0.0643490950690202,-33251.738848504814
-3.141592653589793,-2.443460952792061,-0.34906585039886595,-1.7453292519943295,-246706.29973571026,-432387.221829197,-0.624182108830917,-19249.514146273137
-3.141592653589793,-2.443460952792061,-0.34906585039886595,-1.0471975511965979,-246709.49087948963,-432387.221829197,-0.385057731183426,-5246.840037215215
-3.141592653589793,-2.443460952792061,-0.34906585039886595,-0.34906585039886595,-246712.15149694425,-432387.221829197,0.6698332741410993,5.19746879609915
-3.141592653589793,-2.443460952792061,-0.34906585039886595,0.34906585039886595,-246713.0366555978,-432387.221829197,2.046895681942793,5.197468796099148
-3.141592653589793,-2.443460952792061,-0.34906585039886595,1.0471975511965974,-246711.73217987872,-432387.221829197,3.101786687267326,5252.371067981151
-3.141592653589793,-2.443460952792061,-0.34906585039886595,1.7453292519943293,-246708.84844847358,-432387.221829197,3.340911064915723,19247.59323944688
-3.141592653589793,-2.443460952792061,-0.34906585039886595,2.443460952792061,-246705.7347913561,-432387.221829197,2.6523798610148814,33243.26481773886
-3.141592653589793,-2.443460952792061,-0.34906585039886595,3.141592653589793,-246703.84812329581,-436116.15716210986,1.3041757715190656,43606.06287973248
-3.141592653589793,-2.443460952792061,0.34906585039886595,-3.141592653589793,-246703.84812329581,-436116.1586723569,1.3581055240808653,-43617.03866789981
-3.141592653589793,-2.443460952792061,0.34906585039886595,-2.443460952792061,-246705.7347913561,-432387.221829197,2.652379861013972,-33251.738848504814
-3.141592653589793,-2.443460952792061,0.34906585039886595,-1.7453292519943295,-246708.84844847358,-432387.221829197,3.3409110649148155,-19249.514146273137
-3.141592653589793,-2.443460952792061,0.34906585039886595,-1.0471975511965979,-246711.73217987872,-432387.221829197,3.1017866872664146,-5246.840037215215
